business_id,name,latitude,longitude,business_stars,review_count,is_open
IsmxvaMe2i-eWnHDyC0WJQ,Rice & Mix,39.949329,-75.160724,3.5,188,1
o_5z2Qt335Or-TTnECOIiw,Bull Grill Brazilian Steakhouse,27.9899809344,-82.4848981,4.0,265,0
rgq5ETE11kNxVVT0PBYzAw,El Pastorcito,39.896913,-86.217016,4.0,63,1
9tsNyOv3ZI_gevi4r9C0lQ,Chapala Mexican Restaurant,43.6568282,-116.2801126,3.5,40,0
BHhSUjAJjbV2SnnvWsFmWQ,The Brick House,40.2453829,-75.6507967,3.0,109,0
ntxzYGlX72EEtQMbyFm0Iw,Snax Gastrobar,38.5990563,-90.3000121,4.0,42,0
7l6EfW2MU0IGY2w6heSO4w,Dong Khanh Vietnamese Restaurant,43.610131,-116.193792,2.5,18,0
uApEAezVlWuSEgBul966JA,Chili's,39.9085729,-86.0987986,3.5,55,0
jpmxQWSDS3xr1jNtFIihPw,Hooters,40.1250111,-74.9634884,3.0,7,0
SZDWdgb6tgskSlFolkzEdw,Wolfs Den Restaurant,28.186355,-82.359554,3.5,220,0
cY_6apMA_PPyl3NditqjtA,Twisted Cork Grille,27.8030587,-82.6791125,4.5,33,0
4pr_3K16-0BXED1w5_s8NA,Ponderosa Steak House,38.7556594,-90.4323159,2.5,10,0
WE9eOBjx-NRrPzXu_v6BdA,Burt's Burgers N Beers,27.8946541,-82.6670194,3.0,48,0
Dh65GRW4FmOEjDv_UuPP4A,Kitchen 519,39.845047,-75.067866,4.5,494,1
ecnmNl4PDBWWH86YRAu_rg,Lena's Deli,40.2416813386,-74.8381131316,4.5,43,0
VaMpfrdGKivEdtfxUTcErg,Franklinville Inn,39.6180074,-75.0805217,4.5,182,1
nmvWVraVPsbLUFdluWoqgA,Q's Billiard Club,39.4927695,-119.796589,2.0,115,1
HYNJFIp1x-8GjkxGcVetZg,Hilltown Tavern,40.0280368007,-75.2158295149,4.0,133,1
8OMerSx6en6MgHYg3E89ZA,La Vecchia Italian Restaurant,39.4819524,-119.8364766,4.0,312,0
8zKNW6Ehdg11EZFvY9dc-A,Brooklyn Tomato,53.4597544,-113.4938419,4.5,64,1
XEsS_1FRtikXa2WPs3gzkQ,Paradise Biryani Pointe,40.038806,-75.55383,4.0,74,0
vuzilOmzlFbrSTiwZfOSOA,6 North Coffee Company,38.6371224,-90.2467098,4.0,11,0
hFMud7XDefdWM1d-p1B2dQ,Bahama Breeze,39.6754977966,-75.6502414822,3.5,215,1
7yq7vzRlyb7Kv_Z5op6dxw,J. Alexander's Restaurant,35.963931,-86.811252,4.0,297,1
0yRYIODkl8da3ZDdOmMAZA,Vyoone's Restaurant,29.946429,-90.068097,4.5,148,1
MOM0zyq3GMOy6W4xD2Rk5Q,Marker 8 On the Water,28.0240283,-82.7910714,3.0,160,1
dbuLvPSU8jMxd-DWnZO1gA,Vinny's Pizzarama,40.2751759,-75.3054581,4.0,67,1
_U-hsWBK2O8J3-qahtG2pA,Shot In The Dark Cafe,32.2214663,-110.967941,3.5,132,0
xH9Z40Z66Q60vxbB70XiMw,Little Donkey,36.1756379254,-86.7865289048,3.5,212,0
g7tezXh4u5igUZrqMSOzEQ,Casa Sanchez-Mom's Mexican Food,32.3576108,-111.0454131,3.5,86,0
9GucbV4osPF2FOIEdURPqQ,Ciconte's Italia Pizzeria,39.846506,-75.184693,3.5,8,0
kcT0hcsvvl2F7VomQ8yoEQ,The Keg Steakhouse + Bar,53.5168671,-113.5007356,3.5,53,0
ZxPnyLFm3ElCt52UIk4E9A,The Melting Pot,39.9128998,-86.0719436,3.5,197,1
_rVxte8rB9RcUT1uORHlhg,Senae Thai Bistro,32.2220527018,-110.9701006706,4.0,457,0
xmO9u_t1LspxV5iuF594Tg,Wudon Korean BBQ,38.6825538,-90.4754746,4.0,249,1
71auHh4HQ4U-MFdaajahhQ,La Hacienda Mexican Restaurant,36.1501442,-86.625796,2.5,109,1
D64SJopgUAeXY_l7tX8klg,Flying Carpet Cafe & Bar,39.9713119,-75.1673709,4.0,39,0
Ngcu_UroLXg5rSpSm2Xfug,China King,38.5882140503,-89.9254811928,3.0,36,1
ymWAII3ADa7f-cV5w-BrIQ,Flavs Barbecue,27.994822,-82.435076,3.5,33,1
snV6gaFbAv77wApb8kUJDw,Buffalo Wild Wings,30.002854,-90.1600018144,2.0,230,1
zgfKSWwxcBgBir_mlq0CIg,The Salt House,40.3630752829,-74.9510931596,4.5,326,1
KBU4gSoC8LyXzN3ogHDyDA,Sahuaro Cafe,32.427402,-110.959941,4.0,144,0
LFOiOxKTB0oDELEJ0yjBhw,Saige Cafe,39.9807091313,-75.1514035119,3.0,74,0
DF_cgKLV_YMDkBaNlE0XoQ,Sam & Zoe's,36.1127741,-86.7661669,4.0,235,1
Trbe4JX-oLHrrVVPcv0wog,Broussard's,29.956633,-90.068074,4.0,653,1
uSwFlrrn-MKBKOiCRE2e6A,LongHorn Steakhouse,27.9237469,-82.3263074,3.0,166,1
VBGfYfuHi3hY6phK_G3plA,Carvings Buffet,39.5276141,-119.8124754,3.0,288,0
svqHsPiOz2aFvgQxBciLXg,Rum Bar,39.950795,-75.17399,3.5,174,0
AgCZbM9TLzatWzNjJCXCHQ,Taco Bell,36.23098,-86.51021,2.5,15,1
ZI8RohniCgda_lLBemR5gA,Kennedy Food Garden,39.9547003,-75.1718208,4.0,52,1
hQ8K-c56rdB-GBMIqgN45Q,Ivory Mandarin Bistro,28.0198391,-82.749349,3.0,50,0
PVvGR2zVlmYt7NIYGhV7RQ,Corropolese Italian Bakery,40.1288139,-75.4327103,4.0,16,1
yg8OzI6hKoWWkaeDBF3bpg,Steak ’n Shake,38.7150510218,-90.4544670135,2.0,81,0
EWLNDXwRylxgV9HtqNmOjA,Pei Wei,27.958310627,-82.5246005873,3.5,102,1
6gCQvovXf3wmrfwuTyeLlQ,Taco Bus,27.7707678,-82.6649738,3.0,399,0
gsscUrw2B2z2h8PBL0FkEg,The Cheesecake Factory,39.6326848,-86.1207542,3.5,280,1
-eZ7NYqKCwIAY__MHkcGBw,Riverbend Restaurant & Bar,38.5936786,-90.2134127,4.5,140,0
8pzVSfj7R3yzOlTepfcIzA,Royal Blend,29.9576905,-90.065304,4.0,97,0
4-by_flBJX3k2U0gVfcntQ,The Boot Bar and Grill,29.9411151,-90.1234407,2.5,81,1
RPbnYfEoQ6UEziyMD16l2Q,The Legendary Dobbs,39.9413871765,-75.1484222412,4.0,39,0
Kn2bokx_yH8F05n3s6dFBQ,Palace Royal Restaurant,40.0919268,-75.0313381,4.0,14,1
s_uuOfUsRMr8jxr1ofsE-Q,Ming Garden,29.974952,-90.0796956,3.5,50,1
gy0NuW7nzIuZNq3lLLlgzA,Serafina Philadelphia,39.9508490197,-75.1706499186,2.5,292,0
nKwlg5V7tmNyYP-BDrDu2w,Goodness Kitchen,32.3220027,-110.9286115,4.0,73,0
hCMqbFJyLczPk_qU3Ym2Cw,Matt & Marie's,39.951157,-75.170714,4.0,44,0
69_5ZefofuhXv2ymn-xc9A,South Coast Deli- Isla Vista,34.412977,-119.8547834,4.0,155,0
8UsBkPCDyBIR8xgIA9Moiw,Milo's Tavern,38.6158523,-90.2730366,4.0,105,1
5MhHBSkFvaPTOotwJsa4lQ,Portside Restaurant,29.9434185028,-90.3197097778,4.5,131,0
Plsx0pcqTVyt8ibKdhnzYQ,Au Bon Pain,39.7677612,-86.1582899,3.5,18,0
hh6t95hiS-RqRt6bEz1SPw,Union League of Philadelphia,39.949988,-75.1645963,4.0,72,1
cFiQCavspCuUI1xBXuAQ0A,The DeLuxe,39.5261453,-119.815471,4.5,138,0
z-9_8ot2TnKL9DX4k3MYMQ,Palazzio,34.422294,-119.702545,3.0,345,0
8HP8_kW6xroh5jCkh4uigA,Sang Kee Asian Bistro,40.0019361,-75.2771272,4.0,492,1
ZAfqaYutDUaLXkRP-66b3Q,TGI Fridays,39.822514,-86.27898,2.5,67,1
YbE-dvcWOgTGPbvkYxr9XA,Costa Vida Fresh Mexican Grill,39.4803691,-119.7928832,3.5,199,1
A263bVzMdU_-TIMhewOrjQ,Domingo's Cafe,34.4359922,-119.8260009,4.0,252,1
SUARAtRB_3ZcLLcH8f_F9Q,Ybor Chophouse,27.9604283859,-82.4416476488,3.5,479,0
4FIokKq6343ZN4LnoWPE4g,Empire Oyster Bar,27.7346248,-82.6321376,4.5,7,1
fM6XQeGW70a4EFbjqAAy3Q,SugarBowl,53.5239312527,-113.513113,4.0,435,1
HZ5-n5dGn4a38U_JdR7ykg,Bob Evans,39.9258870159,-86.111336,3.0,22,1
kllzL60MYGNpjsdPZeMZSg,The Moth Cafe,53.5452065595,-113.4783330024,4.0,94,1
OmMvbFO0dPg_CfRKdOH2Mw,Louie's Old Mill,40.1719105,-75.1100868,3.5,36,0
f8Byv8pegvus-Wud_mf0_Q,Dmitri's,39.9653211686,-75.1406087431,3.5,237,0
16F4GypSrqrwObH6IkaOUg,Second Cup,53.5998459311,-113.5318852567,3.0,9,0
5RXDgXZWajY_cPWKbOGqKQ,2nd Street Bagels,40.1699094,-75.046301,4.0,60,1
QQHYGzspSIURR9Uw5jv5aA,Brown Bag,35.9455390001,-86.8263442564,5.0,133,1
wBPRvm0AQRhk8VU4g8-fKw,Boothwyn Diner,39.8513542,-75.4516789,2.5,26,0
g0lCOgLkkByZrhmwYzP5KA,Nuance,34.4135153663,-119.6912069098,4.5,83,0
TlaXeIvS_0yQhjWTLHCLSA,Sciarrinos Pizza,39.818019,-75.466534,3.5,67,1
latIp0euG1qhMPGM81nmmA,Monarca's on the Beach,27.718392,-82.738893,3.5,85,0
hpSZchbLA-fKoRXLrIyf8Q,Dragon Palace,29.8753239,-90.0957795,3.0,15,0
oB0D84FLq6h3WcWlN7lIUg,The Vanguard,39.8703503,-86.1426613,4.0,108,0
EAPAK_XoJMXtUADVkB3xoA,Nami Ramen,38.6497534,-90.3002944,3.5,292,1
hSusrHAzG3QUE8zrYqYYzQ,Miss Aimee B's Tea Room & Gallery,38.7826086,-90.4927751,4.0,31,0
PVieWiYn8GK9GSLnNFmOyA,Morning Call Coffee Stand,29.9854452,-90.0951782,3.5,737,0
kk8vz_m4jDVIs9mTv_2AEQ,Wings Etc,39.7641601,-86.3525274,3.5,72,1
fWR4Rpw5_zU4g1SbZXEeNg,The Wild Burrito,39.9228995,-75.1525199,3.0,59,0
IK0jTDxVSm1KrB1GZzNaJA,Frost Bite,39.7614341,-86.399231,4.5,60,1
7cDP7dVqtl7dEw7iaBAUbA,Demetrio El Taquero De La 46,39.8242302,-86.2703227,4.5,12,0
jWJynraqtgT6xGWsSmXScw,Khyber Indian Fusion,39.879708,-75.004907,3.5,16,0
REiAM73RkOxFqCVlEFiRWA,Tattooed Mom,39.9416802,-75.1519159,4.0,692,1
XACLQJjzy_7IyWRFbBcR4w,Bawarchi,28.0885632077,-82.7406991427,3.5,87,0
n5FS-R7aFxFSBeHfVCAuRQ,The Flipside,36.126045,-86.7895655,4.0,345,0
KzzIvPIIutBg8wDPPGHJBQ,Francos,39.8926582338,-74.9186027707,4.0,58,1
JozdEQAPQPzafLC8guMzfQ,Semolina Restaurant,30.002104,-90.183202,3.5,103,0
dcFTXhiDtj1QaKUma8LplQ,Long John Silver's,39.800245,-86.2687,1.5,13,1
AVBqx8FaXza6x-bb_FLOTQ,Anita Street Market,32.2329801,-110.9810423,4.5,182,1
QW42cH9KsQQ2KR3LOMQ3xw,Carl's Jr.,32.2870108,-110.9624485,2.5,9,0
a7__VvDjHpgpncosFsYArA,Tony's Famous Tomato Pie,40.0284115716,-75.0590577797,4.0,113,1
J88JV53EPyDjj7lT0Cm9wA,Copeland's of New Orleans,29.9591266,-90.1828402,3.0,247,1
YvAxHHI9Fkatv-NTnbmKkQ,Jolly's Dueling Pianos & American Beer Bar,39.9555198,-75.1992869,4.0,22,0
V2uSS4OumRDvuVM_2ZSc1Q,Cancun Mexican Restaurant,40.180155,-74.867859,4.0,425,1
NPn7gyFOlJXv6vhcLU_llw,Patanegra,27.771009,-82.636316,4.0,59,0
oziGQYLaEWOpNmPKrZP86g,Isgro Pastries,39.9393373391,-75.1597427314,4.5,472,1
gEX_kEhYgvLKGJtlY45BmQ,Rangoon Burmese Restaurant,39.953909,-75.1547889,4.0,612,0
VOEMn_VFIXdURXLPPms_TA,Gojo Ethiopian,36.1108183,-86.7471471,4.5,228,1
HwCJbNAfE8Z5UWyn_rrMnA,Rockstone Pizzeria & Pub,39.7736482208,-86.1607878563,4.5,59,0
31Wj0ypO-F83ca_Q8bboMw,Quattro Cafe,39.8664002032,-75.3409114309,4.5,5,0
v5hCB55uWA97qj_Ww8DHqw,Mimi Blue Meatballs,39.971494,-86.1514081,4.5,286,0
45D7B9CqiUTTPUFcqmLx5Q,Live Oak Cafe,34.4303146,-119.720935,4.5,263,1
F0n-lzB9vqRLdH5Ihcs1Ag,Wasabi Reno,39.402802,-119.748756,3.0,347,0
XU0dyM0dxWW6oY0PBcKWZg,Luceros's,39.6055022,-86.1936971,4.0,25,0
z2VVTgZ0aEYmxN4n6RHMJA,Smashburger,32.2509601,-110.890264,3.0,167,1
MpoLvxbYINncmLqM2imR4g,Max & Erma's,39.637966,-86.127843,3.5,13,0
YaEwp8emNzySe-d0MKVbOw,Midori Japanese Korean Restaurant,36.0472356446,-86.7098418976,4.0,151,1
WdQuggXokCWfYhGylPYhIg,City Diner,39.9438210063,-75.1653108001,3.5,176,0
wIJK7QExz3C-g8EIJ-jSiQ,Buffalo Wild Wings,39.8693621,-86.1426881,3.0,20,0
5XJsZt4HFjSbAdc4dkWVKQ,Sushi Cortaro,32.356555,-111.095189,4.0,272,1
TtyEDhjxOU60y0AE2pGdWg,J F Sanfilippo's Italian Restaurant,38.631079,-90.1884358,3.5,66,0
sNHhtE1QRoEKWfcUTCjOrA,Papa John's Pizza,40.0321044,-75.2130364,2.0,28,1
zISlbx0dpSSE-S4c8LwDyg,Napolese Pizzeria,39.842828,-86.1541773,4.0,232,1
tUH3fUOb_rKNqpptB_rqDA,Pie Five Pizza,38.622863,-90.334216,3.0,35,0
fy-vfMF2fQywsIyA3yJQoQ,Freret Beer Room,29.9348225,-90.108928,4.5,104,0
T1z9lQA9DM61ofE_gsj2UA,Dots Diner - Luling,29.9127671764,-90.3461984172,4.0,54,1
C8jUm7s0IxD2two9PKpv3A,Pita Pit,39.7673978,-86.1559077,4.0,62,0
-Gy7yBHvRZK64jNxYYJWWA,Hothouse Coffee,40.0216041,-75.3189533,3.5,126,0
p1257iwsyKj00D_145O03w,JG Domestic,39.9570730969,-75.182082653,3.5,171,0
yrpbZJblFvKpXSMvj--WVQ,Blue Cross RiverRink Winterfest,39.9482667972,-75.1399237486,4.0,67,1
dbXewEUylJPlw_oY9v8kMg,Corner Bakery Cafe,39.9985625273,-86.130322946,3.5,39,0
VwWRvaY_RDQqWHtRlIeiRg,MickeyRay's,43.6137023,-116.2836632,3.0,61,0
SSp4GBRnvdnuLRCIH4v_mQ,Silo Coffee + Goods,38.6499774,-90.2601938,4.5,6,0
hLRyFYj2InENi2xhVJfPZQ,Redhouse Bagels,40.0744946,-74.9607749,3.0,83,0
VeNnuU7f8Jj9m1dIoqdtwA,Panera Bread,39.9694165,-74.9111694,3.0,53,1
c-vU89IMyKbDxPg0YMSVxQ,Piranha's Bar & Grill,36.163854,-86.777167,2.5,112,0
ucstfRFy5O7kVzIxFl3jCQ,Royal Pizza,53.5701156,-113.5338424,3.0,14,0
YgX0qdAgRQqgc2S-Ir9Fxw,Paradise Sushi,39.4915873,-119.7926895,4.0,49,0
VHKG5Wro7ozuPdKl4pajbA,The Grill at Green Hills - Whole Foods Grill,36.1031403,-86.8187272,3.5,16,1
GzXA_ltTw34ViN5pSUkfoQ,Sangrita Saloon,39.8726334,-86.1431501,3.5,313,1
K7zrE6uRYEZKCLJlHbZiEg,Ricky P's Orleans Bistro,27.8724075,-82.6396935,3.5,202,0
a8BZP-mAA6FWKp_C7eHjeA,Maria's Mexican Restaurant,39.799461,-74.937826,4.5,100,1
PwiFfUAwzDXbMGt0OnrB-g,Harvest,38.6334604,-90.3191441,4.0,136,0
cvo-WCqsMy4OGja8IP9y6Q,La Fuente,32.24359,-110.9785306,3.0,63,0
UiJiURqivPDuvMsFgRF3yQ,The Honey B,34.4193355,-119.6958223,4.5,215,0
86g-dVJ-KVkRmk4ACdhtoQ,Siri's Island Cafe,27.7436110366,-82.7483880892,4.5,27,0
bIO97JjDA9FgS4IPlKC2jA,Pho Manchester,38.592324,-90.52617,3.5,181,0
dvIe9-NPyIS6ycPLV400cg,026 Pub N Biergarten,38.5129819,-90.4377271,3.5,59,0
JlHO0nd0yXCQbiIIvJm2jQ,Bourbon Heat,29.9589054,-90.0655896,3.5,151,1
DwEHeY-1Cs9GV-S97wzVhA,Zesto Pizza & Grill,40.0322466,-75.2141304,4.0,222,1
41b1cZSlkIBA_87-jCcXlw,Ebisu Sushi Shack,27.9930419564,-82.4514531344,4.5,152,1
lL3xUzw1ybyM45ybUyZTmA,Nickel's Diner,28.2591306,-82.7088466,4.0,10,0
LkmyxPN4L99fSZR76tV7CA,Della Leva Espresso Bar,39.941171,-86.022959,4.0,119,0
x7aQkoS8dMBQI2rUoQvJGA,Fat Jack's BBQ,40.2062202,-74.8020924,3.0,26,0
i1SP5YzRjIc8s1O1tQZ6fA,Stromboli House Pizza,40.060017,-75.0519878,3.5,11,0
_uoV2XmZHUzwTGHCRsvrUA,Park Plates,40.071699,-75.126672,4.5,59,0
rYDOFSTKVnzbzhL3jyLF3g,D & M Philly Cheesesteaks and Wings,40.215959,-75.0158781,4.0,27,0
F_ker4jxFkcvfZQf-MDfJA,Russet,39.9475385,-75.1673293,3.5,269,0
4ZZIxkhZrmRpyNiMjmQG8A,Underdogs,39.9340442,-75.1582976,4.0,32,0
Zg8yIhVMtp7CuBLhJk-sbw,Wings Express,36.2165336609,-86.5950775146,3.5,34,1
AUZqMRK9or-BxBUE7uTe6A,Blue Claw Restaurant & Crab Eatery,40.0645698,-74.8748811,4.0,294,1
ToXXzuswqzq1gRq1wbFdiQ,Philadium Tavern,39.9125772,-75.1763593,4.5,35,0
Mcj6MC23gIny1n0GGeGDQQ,Bruno's Tavern,29.9410281242,-90.1286187291,3.0,116,1
GHDsoNl2IJnRa3eqVx2_Aw,The Canopy,27.775978,-82.632216,4.0,392,1
z4J2Hjp6ZxOBSuIqEqqiVg,Superfood and Gyros House,39.83669,-86.38191,4.5,56,1
ycm91tre_R4pRoV0STawSQ,Ateethi,40.0861073,-75.0450461,3.5,96,0
iS0LU2d6p3CWjX_NS8Vk8w,Buffalo Wild Wings,39.7613398716,-86.347783,2.5,66,1
nEfAoU3i_GBW9mtmxSYYMw,Chick-fil-A,36.1655445,-86.5139282,4.0,61,1
oiFw8lJrYUZ4zrffWwWiBg,Tomo Sushi Japanese Restaurant,39.720414,-75.112215,4.0,88,1
DV4NwHf8Bt6y1ucG0bSNpQ,Kelly's,39.9959454052,-75.7574420714,4.0,73,1
bnHgEvJBXg4xfPHPnb585A,Off the Hook,39.5418179,-119.7196642,3.0,6,0
oWk7BiqZG99slmVSq6fmWQ,Philly's Phamous Steaks & Hoagies,40.157836,-75.2260089,3.0,88,1
mNWHsi3VipOX9voWrSC5ew,The Havana Room,39.9664073,-75.1386733,3.0,17,0
XHymROVBoa8cYcj2iWs6gg,Baltic Amber,27.9180298,-82.7940297,4.0,7,0
AS7hUQSS8zg8D7l3hPXj2g,Mirko Pasta,36.1530471,-86.7901059,4.0,57,0
83thsbcYiEtchO-QL2adhA,Pollo Tropical,35.978622,-86.5642579,3.0,45,0
LGYIhGqbYakMMdsn_GCzJg,Anthonino's Taverna,38.6143661,-90.2778698,4.5,1007,1
SDL247FlOnScJfuNjZESxg,Twenty Manning,39.9486084,-75.1740323,3.5,421,1
qEcgemvSCGUFRKPS3lt3pw,Mediterranean Cuisine,36.031314,-86.8024729,4.5,207,1
vgTA3vYLwZM2OnzJHjNdug,Lemmons,38.5771354,-90.2743562,4.5,117,0
yE8r8JXplgnr4XxRivkdLw,Chef Karim's Restaurant,34.423621,-119.705492,4.0,28,0
Iqr0Ysy5cS4j_a3cq_YWXw,World Of Beer,32.2220978,-110.9663394,3.0,156,0
W9vWGD3b2qYbC6lHUK5IUg,Redemption Alewerks,39.92633,-86.0448719,3.5,215,0
3QqkYkN4oIPCMWUG1B3LyA,Naked Tchopstix on 96th st.,39.9256856,-86.1005365,3.5,159,1
A_AEG20YPuVW7Ao7gkHicg,Tin Roof Tacos,43.610368,-116.193978,4.0,581,1
laIi1mYcEBif7cU8A_kLew,Outback Steakhouse,27.9169214,-82.7496233,3.0,120,1
prATCkHZzIXFvOzCuRi-TA,Rivershack Tavern,29.9583361,-90.1609863,4.0,193,1
hBVsdHTJHDpoWynN1w91EA,Outback Steakhouse,38.5673300228,-89.9840419583,3.0,80,0
FstqiEVkJCtzh7aaSi2tvg,Square One Pub,40.3587568655,-74.976275586,4.0,83,1
rlTSIt6cNvlB0qCwcVZ06A,Fin Fish,39.527674,-119.780296,3.0,18,0
OJ9BTwxBGfVvynZnO1bd7Q,Ruth's Chris Steak House,39.911979636,-86.1162687067,4.0,262,1
4eZ-elvoXx4m65uoz7ymzQ,Nina's Waffles & Ice Cream,40.3608842,-74.9498979,4.5,149,1
4F1YGRIy8BbIlkY-OC3x4A,Urban China,53.5501155,-113.4943987,3.5,45,0
j4byE3dWqJ590uKJ0Z2Z_A,El Indio,38.605706,-90.3775942,3.5,105,1
HhDmtHGXwJH20te7nhjINQ,Pita's Republic,28.0880857,-82.7403129,4.5,38,0
D7ypVwmT8535TsPslvVUQw,Port of Subs,39.4379433,-119.757845,2.5,60,1
2wyats5xMAB-f5bp1pQ8dQ,Cajun Cafe At The Market,29.960544,-90.058307,4.0,36,0
rEffYfEJ-PtJyGIbMSfdWQ,Baja Nola,29.9952411056,-90.1582401932,3.5,148,0
rTl3fVQMNCgeTl3kClEm7w,Sea Hags Bar & Grill,27.840609,-82.7881976,3.5,99,0
jOUSxBXomtgJQbrapKU3SA,Amigos Cantina,38.582182,-90.407384,3.5,254,1
FGRSFPv9JSim9CiWQcFXYw,O'Charley's Restaurant & Bar,35.975151,-86.574637,2.5,71,1
hATWUNyABGYZShvHslXV_Q,The Birdhouse,36.1840633,-86.7548503,4.0,33,0
p4zm3a5-Ei8wjUV_KZq23w,Cracker Barrel Old Country Store,32.3599,-111.0927,3.5,268,1
5in65oQ8raShdBAqiCLx1w,Pie Hole Pizza,43.6167284,-116.202654,3.5,171,1
lO9Etpj39t9IGew3-tdwXg,Lucky Chinese Restaurant,32.2350953,-110.9569673,3.0,15,0
rrycCum3vdYBF1QuXWHRuQ,Blue Bamboo Sushi,28.0830934,-82.4595547,4.5,8,0
1RerTYaZEAfmSARDhsZ-8Q,The Valentine,36.1614999,-86.7767919,3.5,111,1
2I0GtFcDwEQv6-fruMxNng,Kilroy's Bar N' Grill,39.7640625,-86.1577883,3.5,404,1
znZ6AXMSXixY5C-Yx3Wh5A,Village Restaurant,39.8346625,-86.2395208,4.0,39,0
ksqhVcNkVRG6vKocF1MObQ,Volcano Japanese Cuisine,27.9814518,-82.7111416,4.0,57,0
hxc6TmLzsENk4xsjm497qg,Porto,39.9333793056,-75.1622158866,4.5,238,0
fQkAoJaSAi9EhrUXf5IUuQ,Eat.Pizza,39.9043766,-74.9687932,4.0,27,0
rKpKG6YktC-7jdNOxiJ2tQ,Pizza Odyssey,39.95315,-75.3051847,4.0,41,1
F3Tl6J6d6XVR04eL4mjgPA,Love Again Local,39.9584734,-75.6053357,4.5,76,1
DVQjaS72kFLo1nmOjeQ4Tg,Poor Richards,38.5223387846,-90.4727826443,4.0,109,1
yEEpb6E5T2oQB_7lEJK7aA,Chateau Beirut,53.5428515861,-113.5045514,3.0,32,0
9fsgwYzVG3TYtNBMB_7d7A,Ruby Tuesday,39.8994244,-75.3041824,3.0,39,0
XVYycJcfqSsU1dta9uEjgA,Starburst Cafe,40.088192,-75.391474,2.5,11,0
TV4aMY3EA1rqHvx1gFeBLw,Ground Round,40.1820440417,-74.8771259055,2.5,69,0
KmZuIc9o_PL2BW8j_7gy7w,Reforma Modern Mexican Mezcal + Tequila,32.2855746968,-110.9425263421,3.5,478,1
fqjyT54A1Dw27-ua8ZqiPg,Rib City,38.602606,-90.441126,3.5,57,0
dh5f-63H_B1frtfjnuzooA,El Saguarito,32.2117953,-110.9688957,3.5,155,0
V2ORmEuA7WA1XwYmMpSxvg,Famous Dave's Bar-B-Que,35.977994,-86.565565,3.5,90,1
AnFDd2B4rt3J5fiTg3g3wg,P.F. Chang's,32.2880825,-110.945397,3.5,308,1
YrCOY3MmbmLKRJLblmSEgw,Killer Poboys,29.9557105,-90.0698273,4.0,485,1
EoXPPhjf617rKvEtJ-gssw,Starbucks,40.02837,-75.622188,3.0,37,1
aUKJV9lm51p3wMUINUd30w,Pho Tau Bay,53.5513166,-113.4908786,4.5,78,1
ZVR6DiJBtUYPcDzedqxVdA,Asian Bistro,32.263634,-110.943201,3.5,39,0
_hBEKsX7puJ-2fnFfNLQmA,Jason's Deli,39.9576239,-86.0360892,4.0,60,0
1zKE9mjLqM1c7G6lxByrMA,Mimi's Cafe,32.2200167,-110.8584119,2.5,107,0
1d9CWYU1XXvzeQrBLLPIbg,California Tacos To Go,27.7823569,-82.6382393,3.5,142,0
tco8I2ieWNVdudfp2V_VKw,Rigo's Mexican Cuisine,39.5434705,-119.7172829,4.5,53,0
AY4SSxu-7OumzF2LA71UQw,Saffron Indian Cuisine,39.9488790143,-75.1612458685,3.0,54,0
g_OA6dL-3wH9lVymx_Sapw,Koryo Korean BBQ,53.4856393,-113.5136882,4.0,8,0
Al0bLYQE3M6WVNevrheBGg,Chevys Fresh Mex,38.7886252,-90.4133943,3.0,27,0
JRxEC47_Q4JiKDUADCjanw,Pollo Tropical,35.950784,-86.819327,3.5,68,0
SA10MB4CEw0YikMuhOxyYw,El Gato Negro,29.9609076,-90.058502,4.0,557,0
yAZ3vmkKtP5m6WWe6fPb-Q,Sushimi's,39.4818886092,-119.8363904788,4.0,276,1
JSBN7e31b_K0aIg0BTjNdg,BurgerFi,27.9364355916,-82.4829012024,4.0,540,1
GRRMLWCU388_tfvpKYOM9w,Restaurant Neuf,39.937807,-75.157949,4.5,65,0
aOIvSVnT5zk_c2SgFA4BCw,Shell Fish Sue,40.2418563,-75.2838168,4.0,72,0
5te2MO4PYzZkcRFX0DJyFQ,Hudsons Canadian Tap House,53.5466113,-113.5152037,3.0,36,0
eubQohkn22b4IytlVNz20g,Wishbone,39.9484184,-75.1623776,3.5,191,1
5nI_912f0q-JePcg8M4EcQ,Russels Pic II,39.705281,-74.84911,3.5,7,0
z3JIp32V1eTem1NNVCjsnQ,Fresco Cafe,39.9541222,-75.1710001,3.5,10,0
MwsEfdDyfGCpiwtORw2-fQ,Dairy Queen Grill & Chill,39.8839075,-86.1226529628,3.5,29,1
OLv_9dEcUGLq6AasZuloQw,Frankie's South Philadelphia Cheesesteak,32.2537789,-110.9436316,4.5,421,0
Zn9XxRZHx29kwB_K6TrE-Q,Dairy Queen,40.2305430878,-75.3120598197,5.0,6,1
mnCxnZ_enDs80ztv5WfpWg,Hamburger Marys,27.7975851,-82.7343122,3.5,74,0
EWXXMXEN-wXNW61-dye0qg,Franky D's Family Kitchen,28.141544,-82.46387,4.0,93,0
qh-Ho_4Bf0IoAfRgKjpPIA,Bar Louie,40.2306626,-75.1368324,2.5,211,0
snSJNdEMyhDV2erwZERCSg,Godfathers Fish & Chips,39.5281169025,-119.8350634798,3.5,57,0
FQexbHk0m-AFVUUqjbeYYg,Propaganda,38.5934834,-90.2292114,4.5,35,0
